chr	start	end	CpG	WJ01.N	WJ01.X	WJ02.N	WJ02.X	WJ03.N	WJ03.X	WJ04.N	WJ04.X	WJ05.N	WJ05.X	feature	distance	gene	transcript
chr10	25268792	25269052	10	172	152	203	184	205	183	240	215	238	211	Intron (NM_018747/Akap7, intron 4 of 7)	30111	Akap7	NM_018747
chr10	25279807	25280058	6	75	75	79	76	109	104	137	135	142	132	Intron (NM_018747/Akap7, intron 3 of 7)	19105	Akap7	NM_018747
chr10	25284791	25284893	3	NA	NA	NA	NA	22	22	20	20	NA	NA	Intron (NM_018747/Akap7, intron 2 of 7)	14270	Akap7	NM_018747
chr10	25285080	25285316	8	114	106	105	95	116	105	128	118	122	117	Intron (NM_018747/Akap7, intron 2 of 7)	13847	Akap7	NM_018747
chr10	25295180	25295333	4	NA	NA	NA	NA	NA	NA	28	25	NA	NA	Intron (NM_018747/Akap7, intron 1 of 7)	3830	Akap7	NM_018747
chr10	25296478	25296584	3	23	2	29	5	28	5	35	4	34	1	Promoter (2-3kb)	2579	Akap7	NM_018747
chr10	25296720	25296991	30	303	19	290	13	278	12	320	18	309	21	Promoter (2-3kb)	2172	Akap7	NM_018747
chr10	25297187	25297370	14	80	1	95	1	94	0	79	2	94	2	Promoter (1-2kb)	1793	Akap7	NM_018747
chr10	25297753	25297911	7	84	75	134	114	124	107	115	102	132	117	Promoter (1-2kb)	1252	Akap7	NM_018747
chr10	25298109	25298255	5	25	21	26	20	37	30	44	31	34	28	Promoter (<=1kb)	908	Akap7	NM_018747
chr10	25298949	25299292	14	50	44	39	39	70	70	64	60	78	75	Promoter (<=1kb)	0	Akap7	NM_018747
chr10	25311801	25311860	3	67	66	41	40	65	62	95	88	59	57	Distal Intergenic	-12639	Akap7	NM_018747
chr10	25312027	25312168	5	21	14	33	26	35	27	50	37	47	29	Distal Intergenic	-12865	Akap7	NM_018747
chr10	25314255	25314579	15	147	113	141	110	183	147	150	118	141	114	Distal Intergenic	-15093	Akap7	NM_018747
chr10	25318912	25318973	3	NA	NA	NA	NA	24	5	39	3	21	3	Distal Intergenic	-19750	Akap7	NM_018747
chr10	25359440	25359745	26	259	32	285	30	322	19	304	26	369	29	Promoter (<=1kb)	-53	Epb4.1l2	NM_001199265
chr10	25359756	25360066	39	142	4	205	3	189	2	209	5	154	3	Promoter (<=1kb)	0	Epb4.1l2	NM_001199265
chr10	25360347	25360812	26	117	1	120	3	122	4	160	2	141	4	Promoter (<=1kb)	550	Epb4.1l2	NM_001199265
chr10	25361199	25361223	3	27	13	NA	NA	20	13	25	19	NA	NA	Promoter (1-2kb)	1402	Epb4.1l2	NM_001199265
chr10	25361875	25362159	11	167	161	200	196	187	178	178	173	197	189	Promoter (2-3kb)	2078	Epb4.1l2	NM_001199265
chr10	25362385	25362552	5	158	119	157	119	150	104	182	136	165	113	Promoter (2-3kb)	2588	Epb4.1l2	NM_001199265
chr10	25366642	25366900	5	106	53	118	63	125	64	132	72	117	75	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	6845	Epb4.1l2	NM_001199265
chr10	25372563	25372722	5	67	61	102	91	85	82	95	86	105	96	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	12766	Epb4.1l2	NM_001199265
chr10	25381978	25382295	10	118	115	122	119	151	149	162	158	144	142	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	22181	Epb4.1l2	NM_001199265
chr10	25383473	25383547	4	50	42	44	37	46	41	53	43	38	35	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	23676	Epb4.1l2	NM_001199265
chr10	25384130	25384236	5	88	75	81	67	87	75	67	58	100	86	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	-24132	Epb4.1l2	NM_013511
chr10	25384414	25384575	9	254	248	257	253	275	267	248	243	278	274	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	-23793	Epb4.1l2	NM_013511
chr10	25395691	25395730	3	120	73	114	76	140	93	140	97	147	89	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	-12638	Epb4.1l2	NM_013511
chr10	25415096	25415473	7	89	88	81	81	98	95	108	103	94	91	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	6729	Epb4.1l2	NM_013511
chr10	25427608	25427758	4	74	68	70	69	86	85	89	86	86	83	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	19241	Epb4.1l2	NM_013511
chr10	25427900	25428119	8	129	123	152	149	135	131	167	160	152	148	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	19533	Epb4.1l2	NM_013511
chr10	25432396	25432877	16	333	301	346	316	333	301	390	358	361	334	Intron (NM_001199265/Epb4.1l2, intron 1 of 19)	24029	Epb4.1l2	NM_013511
chr10	25453776	25453931	5	NA	NA	NA	NA	NA	NA	21	21	NA	NA	Intron (NM_001199265/Epb4.1l2, intron 3 of 19)	45409	Epb4.1l2	NM_013511
chr10	25454049	25454089	4	23	23	21	21	NA	NA	NA	NA	32	31	Intron (NM_001199265/Epb4.1l2, intron 3 of 19)	45682	Epb4.1l2	NM_013511
chr10	25458367	25458562	7	177	171	188	184	161	157	218	213	202	193	Intron (NM_001199265/Epb4.1l2, intron 3 of 19)	50000	Epb4.1l2	NM_013511
chr10	25459165	25459288	6	241	237	260	251	268	266	273	267	270	261	Intron (NM_001199265/Epb4.1l2, intron 3 of 19)	50798	Epb4.1l2	NM_013511
chr10	25499889	25500077	6	96	91	105	93	125	117	138	124	114	104	Intron (NM_001199265/Epb4.1l2, intron 14 of 19)	36195	Smlr1	NM_001195596
chr10	25528022	25528274	12	219	190	151	132	200	175	248	215	163	147	3' UTR	7998	Smlr1	NM_001195596
chr10	25535495	25535942	12	137	106	143	107	131	103	131	111	158	120	Promoter (<=1kb)	330	Smlr1	NM_001195596
chr10	25536048	25536306	8	98	71	88	60	105	85	129	83	103	70	Promoter (<=1kb)	0	Smlr1	NM_001195596
chr10	25536641	25536818	5	42	34	48	35	48	32	44	30	67	52	Promoter (<=1kb)	-370	Smlr1	NM_001195596
chr10	25537095	25537240	3	25	17	25	21	24	21	37	27	29	23	Promoter (<=1kb)	-824	Smlr1	NM_001195596
chr10	25539690	25539732	3	67	65	69	64	100	93	104	101	82	79	Distal Intergenic	-3419	Smlr1	NM_001195596
chr10	25539965	25540179	7	95	67	71	40	97	68	137	96	102	74	Distal Intergenic	-3694	Smlr1	NM_001195596
chr10	25588769	25588999	6	82	63	72	53	92	66	83	68	97	70	Distal Intergenic	-52498	Smlr1	NM_001195596
chr10	25621436	25621545	5	112	74	131	76	188	114	176	104	155	98	Distal Intergenic	-85165	Smlr1	NM_001195596
chr10	25621651	25621747	3	28	24	25	21	30	24	34	29	32	29	Distal Intergenic	-85380	Smlr1	NM_001195596
chr10	25632390	25632596	5	48	34	42	28	58	35	70	46	66	43	Distal Intergenic	-96119	Smlr1	NM_001195596
chr10	25648121	25648228	3	26	18	38	27	47	35	41	28	45	33	Distal Intergenic	-111850	Smlr1	NM_001195596
chr10	25681424	25681522	4	89	23	91	25	96	16	115	26	100	25	Distal Intergenic	-145153	Smlr1	NM_001195596
chr10	25707794	25708125	12	97	90	165	146	108	99	168	151	138	127	Distal Intergenic	129312	4930401C15Rik	NR_045349
chr10	25833368	25833798	14	159	142	226	189	192	158	232	202	194	176	Intron (NR_045349/4930401C15Rik, intron 1 of 4)	3639	4930401C15Rik	NR_045349
chr10	25861483	25861624	8	223	215	213	208	242	237	247	235	200	196	Distal Intergenic	-24047	4930401C15Rik	NR_045349
chr10	25894653	25894693	6	33	31	25	25	54	54	42	40	68	64	Promoter (<=1kb)	-149	Mir680-3	NR_030449
chr10	25908436	25908681	7	137	103	110	90	161	114	138	98	143	107	Distal Intergenic	-13932	Mir680-3	NR_030449
chr10	26077102	26077319	9	115	109	153	147	197	190	180	172	129	127	Promoter (<=1kb)	-936	Gm9767	NR_028030
chr10	26077488	26077523	3	30	28	46	44	49	47	52	51	41	40	Promoter (<=1kb)	-732	Gm9767	NR_028030
chr10	26077624	26077928	12	195	168	221	185	248	205	250	205	270	231	Promoter (<=1kb)	-327	Gm9767	NR_028030
chr10	26078158	26078622	49	94	40	169	65	104	35	139	61	99	44	Promoter (<=1kb)	0	Gm9767	NR_028030
chr10	26078632	26079088	36	141	31	106	28	231	51	117	22	157	33	Promoter (<=1kb)	0	Tmem200a	NM_029881
chr10	26079376	26079483	5	40	39	27	24	24	24	59	56	45	42	Promoter (<=1kb)	-325	Tmem200a	NM_029881
chr10	26107692	26107996	19	228	216	230	228	196	194	247	234	204	197	Distal Intergenic	-28641	Tmem200a	NM_029881
chr10	26139280	26139361	4	60	17	52	15	90	37	76	25	70	28	Distal Intergenic	-60229	Tmem200a	NM_029881
chr10	26139583	26139642	4	55	3	45	0	56	1	37	0	74	4	Distal Intergenic	-60532	Tmem200a	NM_029881
chr10	26139869	26139989	3	27	22	25	20	31	25	29	23	21	18	Distal Intergenic	-60818	Tmem200a	NM_029881
chr10	26149020	26149360	8	59	40	54	29	89	52	80	45	87	54	Distal Intergenic	-69969	Tmem200a	NM_029881
chr10	26267651	26267696	3	NA	NA	NA	NA	21	19	23	20	20	18	Intron (NM_001115154/Samd3, intron 8 of 10)	37945	Samd3	NM_001115154
chr10	26297642	26297696	4	NA	NA	NA	NA	34	34	28	28	NA	NA	Intron (NM_172787/L3mbtl3, intron 17 of 21)	67936	Samd3	NM_001115154
chr10	26322725	26322805	3	66	59	82	77	89	79	79	74	70	60	Intron (NM_172787/L3mbtl3, intron 12 of 21)	52380	L3mbtl3	NM_172787
chr10	26327664	26327874	9	205	192	270	255	332	310	294	266	266	255	Exon (NM_172787/L3mbtl3, exon 12 of 22)	47311	L3mbtl3	NM_172787
chr10	26327957	26328188	6	212	201	192	179	211	191	198	192	222	202	Intron (NM_172787/L3mbtl3, intron 11 of 21)	46997	L3mbtl3	NM_172787
chr10	26334296	26334377	4	36	27	52	42	33	23	44	30	48	37	Intron (NM_172787/L3mbtl3, intron 9 of 21)	40808	L3mbtl3	NM_172787
chr10	26371761	26371811	3	70	68	65	58	84	77	77	76	68	65	Intron (NM_172787/L3mbtl3, intron 1 of 21)	3374	L3mbtl3	NM_172787
chr10	26372920	26373379	18	260	3	322	6	360	9	380	4	358	8	Promoter (1-2kb)	1806	L3mbtl3	NM_172787
chr10	26373655	26374136	45	270	9	264	6	360	10	314	6	434	12	Promoter (1-2kb)	1049	L3mbtl3	NM_172787
chr10	26374604	26374785	29	147	1	138	5	97	4	198	7	162	4	Promoter (<=1kb)	400	L3mbtl3	NM_172787
chr10	26374935	26375063	14	NA	NA	28	2	NA	NA	35	0	26	0	Promoter (<=1kb)	122	L3mbtl3	NM_172787
chr10	26375252	26375331	16	35	2	20	0	23	2	NA	NA	47	2	Promoter (<=1kb)	-68	L3mbtl3	NM_172787
chr10	26375440	26375780	24	129	3	86	3	224	11	164	4	173	7	Promoter (<=1kb)	-256	L3mbtl3	NM_172787
chr10	26375788	26376123	24	153	10	187	20	200	15	217	17	244	28	Promoter (<=1kb)	-604	L3mbtl3	NM_172787
chr10	26376439	26376516	5	49	44	47	47	72	71	44	42	57	51	Promoter (1-2kb)	-1255	L3mbtl3	NM_172787
chr10	26376642	26376812	5	94	86	79	74	90	86	110	97	61	55	Promoter (1-2kb)	-1458	L3mbtl3	NM_172787
chr10	26376914	26376968	3	NA	NA	26	26	30	30	41	41	47	46	Promoter (1-2kb)	-1730	L3mbtl3	NM_172787
chr10	26377198	26377520	8	118	113	185	180	167	164	186	180	171	165	Promoter (2-3kb)	-2014	L3mbtl3	NM_172787
chr10	26418842	26418947	6	NA	NA	NA	NA	21	17	NA	NA	NA	NA	Distal Intergenic	-43658	L3mbtl3	NM_172787
chr10	26494406	26494904	10	101	38	112	48	113	54	147	62	136	59	Distal Intergenic	-119222	L3mbtl3	NM_172787
chr10	26520603	26520693	5	38	34	32	31	54	46	42	38	48	44	Distal Intergenic	-145419	L3mbtl3	NM_172787
chr10	26520998	26521073	4	80	77	81	76	91	89	97	95	105	102	Distal Intergenic	-145814	L3mbtl3	NM_172787
chr10	26521278	26521321	3	NA	NA	NA	NA	NA	NA	NA	NA	29	27	Distal Intergenic	-146094	L3mbtl3	NM_172787
chr10	26564346	26564496	6	51	29	51	29	46	21	77	47	50	31	Distal Intergenic	110155	Gm8709	NR_033633
chr10	26564605	26564868	11	215	98	223	95	244	122	233	110	217	125	Distal Intergenic	109783	Gm8709	NR_033633
chr10	26576158	26576306	3	44	29	51	30	67	40	52	29	57	31	Distal Intergenic	98345	Gm8709	NR_033633
chr10	26607245	26607291	3	37	12	42	14	43	15	31	7	55	21	Distal Intergenic	67360	Gm8709	NR_033633
chr10	26615761	26615970	5	NA	NA	23	17	23	17	NA	NA	33	25	Distal Intergenic	58681	Gm8709	NR_033633
chr10	26637694	26637774	3	49	22	79	43	79	45	68	30	65	31	Distal Intergenic	36877	Gm8709	NR_033633
chr10	26673967	26674098	6	50	43	56	48	62	54	49	40	68	54	Promoter (<=1kb)	553	Gm8709	NR_033633
chr10	26674246	26674402	4	48	38	54	42	60	47	48	39	82	62	Promoter (<=1kb)	249	Gm8709	NR_033633
chr10	26695306	26695687	18	67	38	92	42	64	38	98	57	74	43	Distal Intergenic	-20656	Gm8709	NR_033633
chr10	26741496	26741571	6	106	104	94	93	108	107	151	148	133	129	Distal Intergenic	-30941	Arhgap18	NM_176837
chr10	26752479	26752763	7	89	18	85	15	100	6	111	17	110	16	Distal Intergenic	-19749	Arhgap18	NM_176837
chr10	26752853	26753120	6	86	28	117	29	104	31	95	23	98	22	Distal Intergenic	-19392	Arhgap18	NM_176837
chr10	26753334	26753686	10	114	64	145	86	123	80	141	89	131	73	Distal Intergenic	-18826	Arhgap18	NM_176837
chr10	26754081	26754278	6	202	198	205	199	229	222	225	220	243	233	Distal Intergenic	-18234	Arhgap18	NM_176837
chr10	26761689	26761771	3	NA	NA	NA	NA	NA	NA	23	22	NA	NA	Distal Intergenic	-10741	Arhgap18	NM_176837
chr10	26772125	26772522	12	162	8	165	10	184	19	219	13	194	12	Promoter (<=1kb)	0	Arhgap18	NM_176837
chr10	26772597	26773031	17	160	4	199	1	216	2	276	1	204	3	Promoter (<=1kb)	86	Arhgap18	NM_176837
chr10	26773134	26773434	7	89	2	99	1	125	3	128	1	145	3	Promoter (<=1kb)	623	Arhgap18	NM_176837
chr10	26780665	26780789	3	NA	NA	NA	NA	28	13	28	18	30	18	Intron (NM_176837/Arhgap18, intron 1 of 14)	8154	Arhgap18	NM_176837
chr10	26781176	26781265	3	39	38	61	59	47	46	56	55	61	61	Intron (NM_176837/Arhgap18, intron 1 of 14)	8665	Arhgap18	NM_176837
chr10	26797372	26797863	11	235	208	234	214	298	270	295	254	272	237	Intron (NM_176837/Arhgap18, intron 1 of 14)	24861	Arhgap18	NM_176837
chr10	26799336	26799536	6	107	75	113	76	130	74	142	93	129	83	Intron (NM_176837/Arhgap18, intron 1 of 14)	26825	Arhgap18	NM_176837
chr10	26799945	26800096	5	83	59	70	48	85	58	84	58	103	66	Intron (NM_176837/Arhgap18, intron 1 of 14)	27434	Arhgap18	NM_176837
chr10	26856188	26856318	4	104	103	99	97	114	110	107	105	128	125	Intron (NM_176837/Arhgap18, intron 4 of 14)	83677	Arhgap18	NM_176837
chr10	26856868	26857064	3	24	18	NA	NA	28	26	21	20	26	20	Intron (NM_176837/Arhgap18, intron 4 of 14)	84357	Arhgap18	NM_176837
chr10	26895741	26895999	6	75	24	86	26	106	33	94	29	80	20	Intron (NM_176837/Arhgap18, intron 12 of 14)	123230	Arhgap18	NM_176837
chr10	26919780	26919824	4	36	9	47	14	46	9	49	6	62	13	Distal Intergenic	147269	Arhgap18	NM_176837
chr10	26920735	26920780	3	26	25	45	41	44	41	42	40	51	44	Distal Intergenic	148224	Arhgap18	NM_176837
chr10	26950184	26950671	13	249	227	231	203	293	265	279	259	278	239	Distal Intergenic	177673	Arhgap18	NM_176837
chr10	26995524	26995587	3	25	25	45	45	30	30	47	47	56	54	Intron (NM_008481/Lama2, intron 57 of 63)	223013	Arhgap18	NM_176837
chr10	26996103	26996225	4	111	1	122	6	120	4	143	3	128	3	Intron (NM_008481/Lama2, intron 57 of 63)	223592	Arhgap18	NM_176837
chr10	27160841	27160887	5	46	44	38	31	55	50	54	47	63	56	Intron (NM_008481/Lama2, intron 30 of 63)	-228979	4930579H20Rik	NR_131034
chr10	27161011	27161236	6	109	73	96	66	128	86	126	87	119	85	Intron (NM_008481/Lama2, intron 30 of 63)	-228630	4930579H20Rik	NR_131034
chr10	27207273	27207460	7	105	75	149	118	149	99	165	120	154	99	Intron (NM_008481/Lama2, intron 20 of 63)	-182406	4930579H20Rik	NR_131034
chr10	27472281	27472480	4	35	29	46	39	61	51	68	57	57	45	Intron (NM_008481/Lama2, intron 1 of 63)	82416	4930579H20Rik	NR_131034
chr10	27761507	27761602	3	26	3	NA	NA	26	1	25	2	21	2	Distal Intergenic	-144566	Lama2	NM_008481
chr10	27987257	27987301	3	69	28	48	16	68	28	68	23	63	30	Distal Intergenic	-87519	Ptprk	NM_008983
chr10	28074215	28074681	32	382	12	385	7	387	11	403	13	458	12	Promoter (<=1kb)	-139	Ptprk	NM_008983
chr10	28074702	28075154	53	471	4	444	9	601	11	511	8	560	9	Promoter (<=1kb)	0	Ptprk	NM_008983
chr10	28075259	28075747	26	269	2	289	4	380	7	335	7	375	5	Promoter (<=1kb)	440	Ptprk	NM_008983
chr10	28076482	28076838	14	332	16	360	14	381	16	415	21	331	17	Promoter (1-2kb)	1663	Ptprk	NM_008983
chr10	28087454	28087946	10	127	51	142	74	170	63	200	94	170	72	Intron (NM_008983/Ptprk, intron 1 of 31)	12635	Ptprk	NM_008983
chr10	28088151	28088256	3	60	58	73	73	68	67	68	68	73	72	Intron (NM_008983/Ptprk, intron 1 of 31)	13332	Ptprk	NM_008983
chr10	28097674	28097913	7	121	114	95	81	125	116	140	127	161	144	Intron (NM_008983/Ptprk, intron 1 of 31)	22855	Ptprk	NM_008983
chr10	28271944	28272020	5	201	192	234	231	212	205	247	240	235	235	Intron (NM_008983/Ptprk, intron 3 of 31)	197125	Ptprk	NM_008983
chr10	28380761	28380818	3	82	79	83	80	98	93	115	112	101	100	Intron (NM_008983/Ptprk, intron 6 of 31)	-287542	Themis	NR_131208
chr10	28486063	28486147	3	26	26	29	27	NA	NA	41	39	20	19	Intron (NM_008983/Ptprk, intron 11 of 31)	-182213	Themis	NR_131208
chr10	28518192	28518242	3	63	61	70	68	101	99	100	100	104	103	Intron (NM_008983/Ptprk, intron 13 of 31)	-150118	Themis	NR_131208
chr10	28518375	28518486	4	35	31	40	39	60	56	67	64	59	57	Intron (NM_008983/Ptprk, intron 13 of 31)	-149874	Themis	NR_131208
chr10	28525007	28525269	7	116	113	121	115	192	182	164	156	168	161	Intron (NM_008983/Ptprk, intron 13 of 31)	-143091	Themis	NR_131208
chr10	28526793	28526841	3	34	34	30	29	56	54	58	55	49	49	Intron (NM_008983/Ptprk, intron 13 of 31)	-141519	Themis	NR_131208
chr10	28566527	28566676	4	39	38	42	42	43	42	49	49	53	53	Exon (NM_008983/Ptprk, exon 17 of 32)	-101684	Themis	NR_131208
chr10	28591039	28591194	4	39	30	38	31	51	43	70	65	37	35	Intron (NM_008983/Ptprk, intron 29 of 31)	-77166	Themis	NR_131208
chr10	28954782	28954900	4	24	12	NA	NA	45	27	48	29	20	12	Distal Intergenic	-31276	4930519F09Rik	NR_033601
chr10	28964544	28964591	3	24	22	NA	NA	31	28	NA	NA	33	31	Distal Intergenic	21715	2310057J18Rik	NM_026336
chr10	29030084	29030154	9	84	79	96	95	114	108	128	124	82	80	Distal Intergenic	-43779	2310057J18Rik	NM_026336
chr10	29030412	29030590	11	73	70	62	61	73	65	49	46	58	56	Distal Intergenic	-44107	2310057J18Rik	NM_026336
chr10	29143548	29143802	17	172	14	246	21	272	26	290	18	263	33	Promoter (<=1kb)	-194	Soga3	NM_026138
chr10	29144619	29144752	5	52	10	61	26	85	34	95	29	101	33	Promoter (<=1kb)	624	Soga3	NM_026138
chr10	29146585	29146847	21	181	70	168	64	205	105	210	88	213	87	Promoter (2-3kb)	2590	Soga3	NM_026138
chr10	29146869	29147122	19	90	15	61	8	100	22	88	12	79	15	Promoter (2-3kb)	2874	Soga3	NM_026138
chr10	29147457	29147680	24	129	76	143	86	171	124	174	123	142	73	Exon (NM_026138/Soga3, exon 2 of 7)	3462	Soga3	NM_026138
chr10	29147778	29147974	8	66	60	68	58	90	75	105	85	81	69	Intron (NM_026138/Soga3, intron 2 of 6)	3783	Soga3	NM_026138
chr10	29148177	29148555	23	194	170	265	251	210	184	262	237	251	228	Exon (NM_026138/Soga3, exon 3 of 7)	4182	Soga3	NM_026138
chr10	29195078	29195348	6	96	80	88	72	124	98	115	100	113	99	Intron (NM_026138/Soga3, intron 5 of 6)	-16295	9330159F19Rik	NM_001162537
chr10	29196624	29197113	40	100	98	124	120	150	148	163	152	191	188	Exon (NM_026138/Soga3, exon 6 of 7)	-14530	9330159F19Rik	NM_001162537
chr10	29197141	29197621	34	180	174	315	300	316	303	360	349	213	203	Exon (NM_026138/Soga3, exon 6 of 7)	-14022	9330159F19Rik	NM_001162537
chr10	29198868	29199076	6	201	190	194	178	219	206	239	219	216	198	3' UTR	-12567	9330159F19Rik	NM_001162537
chr10	29199986	29200136	3	64	38	84	65	90	69	84	60	83	65	Distal Intergenic	-11507	9330159F19Rik	NM_001162537
chr10	29312817	29313083	9	262	11	219	6	302	3	295	7	257	5	Promoter (<=1kb)	-83	Echdc1	NM_001110195
chr10	29313165	29313412	22	144	2	98	1	150	1	263	4	220	5	Promoter (<=1kb)	0	Echdc1	NM_001110195
chr10	29313520	29313808	17	145	2	180	4	153	5	154	5	166	0	Promoter (<=1kb)	21	Echdc1	NM_025855
chr10	29313937	29314004	3	123	4	104	7	136	7	140	6	133	8	Promoter (<=1kb)	438	Echdc1	NM_025855
chr10	29361470	29361888	37	65	1	31	0	94	1	125	1	118	2	Promoter (<=1kb)	554	Rnf146	NM_001110196
chr10	29362103	29362249	16	24	2	38	1	57	1	NA	NA	72	4	Promoter (<=1kb)	193	Rnf146	NM_001110196
chr10	29362386	29362465	5	82	3	99	3	142	3	115	3	122	4	Promoter (<=1kb)	0	Rnf146	NM_001110196
chr10	29362575	29362753	5	139	27	138	38	156	38	170	38	182	32	Promoter (<=1kb)	-134	Rnf146	NM_026518
chr10	29532844	29533131	10	152	4	183	9	249	13	235	8	231	5	Promoter (2-3kb)	2736	Rspo3	NM_028351
chr10	29533141	29533432	11	156	30	155	34	178	22	187	31	192	27	Promoter (2-3kb)	2435	Rspo3	NM_028351
chr10	29535430	29535682	21	234	18	241	9	283	30	277	34	337	38	Promoter (<=1kb)	185	Rspo3	NM_028351
chr10	29535715	29535953	20	75	4	62	9	60	8	117	12	78	11	Promoter (<=1kb)	0	Rspo3	NM_028351
chr10	29614429	29614597	5	81	69	72	58	77	71	66	57	85	73	Distal Intergenic	-78563	Rspo3	NM_028351
chr10	29699024	29699194	6	55	43	91	71	81	65	90	72	78	58	Distal Intergenic	-163158	Rspo3	NM_028351
chr10	29699309	29699380	10	91	89	78	76	56	54	57	55	66	64	Distal Intergenic	-163443	Rspo3	NM_028351
chr10	29804166	29804364	5	79	6	64	4	79	5	76	6	78	7	Distal Intergenic	-268300	Rspo3	NM_028351
chr10	29857883	29857982	3	23	8	27	18	26	11	27	13	35	17	Distal Intergenic	-322017	Rspo3	NM_028351
chr10	30010917	30010969	6	33	30	NA	NA	35	31	NA	NA	NA	NA	Distal Intergenic	189571	Cenpw	NM_001109747
chr10	30084540	30084803	7	68	66	66	62	90	82	84	79	84	77	Distal Intergenic	115737	Cenpw	NM_001109747
chr10	30198822	30198942	4	60	42	74	55	67	53	82	61	87	62	Promoter (1-2kb)	1598	Cenpw	NM_001109747
chr10	30199124	30199218	3	37	33	42	33	48	40	55	44	42	33	Promoter (1-2kb)	1322	Cenpw	NM_001109747
chr10	30200073	30200369	23	97	4	136	1	166	3	136	1	148	8	Promoter (<=1kb)	171	Cenpw	NM_001109747
chr10	30200416	30200746	28	225	3	349	3	356	8	300	10	435	8	Promoter (<=1kb)	0	Cenpw	NM_001109747
chr10	30301720	30302000	7	157	100	211	138	239	163	233	165	204	144	Distal Intergenic	-101181	Cenpw	NM_001109747
chr10	30327904	30328041	5	30	16	23	12	27	15	34	17	35	19	Distal Intergenic	-127365	Cenpw	NM_001109747
chr10	30419851	30419951	4	86	49	77	36	87	37	99	44	98	58	Distal Intergenic	180798	Trmt11	NM_028604
chr10	30538074	30538173	3	75	72	92	87	91	88	101	98	95	94	Intron (NM_028604/Trmt11, intron 12 of 12)	62576	Trmt11	NM_028604
chr10	30556082	30556208	3	34	32	25	25	21	21	33	33	38	38	Intron (NM_028604/Trmt11, intron 11 of 12)	44541	Trmt11	NM_028604
chr10	30556378	30556431	3	58	58	69	67	74	74	86	85	82	80	Intron (NM_028604/Trmt11, intron 11 of 12)	44318	Trmt11	NM_028604
chr10	30587242	30587365	3	50	48	63	59	56	48	55	52	69	64	Intron (NM_028604/Trmt11, intron 7 of 12)	13384	Trmt11	NM_028604
chr10	30599901	30599963	4	38	3	34	2	43	4	63	6	45	4	Promoter (<=1kb)	786	Trmt11	NM_028604
chr10	30600124	30600515	27	498	23	489	16	597	26	618	33	610	27	Promoter (<=1kb)	234	Trmt11	NM_028604
chr10	30600636	30600916	21	137	3	135	3	211	5	176	5	186	1	Promoter (<=1kb)	0	Trmt11	NM_028604
chr10	30601022	30601169	4	60	24	78	24	73	19	81	23	79	21	Promoter (<=1kb)	-274	Trmt11	NM_028604
chr10	30617810	30617915	4	102	5	118	1	123	7	118	6	125	6	Promoter (<=1kb)	451	Hint3	NM_025798
chr10	30618129	30618508	32	187	4	146	3	199	4	253	4	192	1	Promoter (<=1kb)	0	Hint3	NM_025798
chr10	30618523	30618912	17	254	22	252	15	303	22	288	21	243	13	Promoter (<=1kb)	-158	Hint3	NM_025798
chr10	30619019	30619069	3	29	15	28	19	35	20	NA	NA	39	25	Promoter (<=1kb)	-654	Hint3	NM_025798
chr10	30624253	30624348	4	106	102	115	108	118	117	141	138	133	128	Distal Intergenic	-5888	Hint3	NM_025798
chr10	30655747	30656044	5	100	88	88	73	111	100	111	94	100	91	Promoter (<=1kb)	0	Ncoa7	NM_001111267
chr10	30656169	30656242	3	50	50	58	57	68	68	64	62	80	80	Promoter (<=1kb)	-303	Ncoa7	NM_001111267
chr10	30661415	30661526	5	78	65	75	66	79	64	89	73	92	82	Intron (NM_172495/Ncoa7, intron 11 of 15)	-5549	Ncoa7	NM_001111267
chr10	30674992	30675138	3	57	56	64	61	74	70	78	72	79	77	Intron (NM_172495/Ncoa7, intron 10 of 15)	-19126	Ncoa7	NM_001111267
chr10	30749948	30750116	5	108	85	100	73	100	72	120	91	124	98	Intron (NM_172495/Ncoa7, intron 2 of 15)	52991	Ncoa7	NM_172495
